date,avg_price
2020-03-14,5542.8195423731531
2018-07-20,7442.8007387483212
2013-10-16,143.61
2016-04-25,460.46599999999989
2020-05-19,9708.4398587931082
2020-08-09,11739.131006414418
2018-10-09,6653.0894508304264
2021-09-09,46085.028615781863
2020-10-23,12951.044060038126
2017-07-15,2033.29108803266
2014-03-22,561.22
2014-03-03,585.79
2015-11-25,328.16899999999993
2017-02-24,1180.8709999999999
2022-04-12,39603.965159284155
2021-12-09,50530.4580645934
2022-02-03,37000.982498641992
2024-07-11,57704.202284462874
2017-09-09,4245.60734112386
2014-06-06,648.63
2013-11-11,340.55
2019-07-29,9534.7554268332333
2015-02-22,235.55299999999991
2016-05-18,453.37100000000009
2020-09-20,11083.99836119821
2018-04-16,8258.06708369755
2021-02-21,56377.633477909869
2015-07-26,291.70376452949517
2016-08-26,578.10379999999975
2016-05-24,445.769
2020-01-13,8171.401185320944
2018-12-30,3778.1939398896011
2016-10-14,638.17999999999961
2014-08-09,588.10785598357563
2020-07-18,9156.2765831154884
2021-08-24,49518.577487906958
2023-09-25,26249.562897845204
2020-05-18,9666.32719340344
2015-08-02,281.7267
2021-03-08,51313.092620273623
2023-02-24,23951.110984233259
2014-07-05,627.58129999999994
2020-06-26,9258.6671610077065
2023-12-20,42250.206182797505
2021-04-17,61497.299569441195
2016-06-15,693.22699999999986
2021-08-26,49002.703766275452
2020-10-18,11365.814131026178
2019-09-27,8098.80982048931
2014-09-08,471.12500000000011
2013-05-11,113.01
2017-06-29,2561.68143454198
2015-08-07,278.50881375728238
2022-01-22,36508.799789830824
2023-09-05,25829.364772941324
2015-07-25,288.38815862533272
2017-12-18,19188.0539569348
2013-12-22,650.27
2021-08-10,46311.001898576891
2015-06-29,256.30387396671779
2023-04-03,28236.508738939792
2022-05-21,29256.813374416255
2023-04-16,30312.161879659241
2017-03-07,1233.0565084079958
2016-10-15,637.2088
2014-04-30,444.9968
2014-10-17,380.2925
2018-05-19,8202.82540955214
2022-08-08,23197.603469525384
2019-04-30,5199.7550085634612
2025-01-22,104922.24305555556
2025-02-13,96423.319444444438
2025-08-17,117971.11805555555
2025-08-04,114735.84027777778
2015-06-07,223.6157
2020-06-29,9139.903276297824
2017-04-20,1253.904
2019-05-20,8168.7306897837516
2021-03-15,59428.967566027764
2020-12-24,23308.12723217715
2023-11-14,36549.162048298371
2020-10-16,11495.584995733887
2016-08-11,587.6138000000002
2018-11-06,6415.443408541094
2022-10-24,19574.824231840797
2019-03-29,4028.3913011796208
2020-03-13,5142.990459018316
2023-10-31,34498.703919464067
2019-02-17,3622.5916530750715
2017-05-11,1808.7788
2023-11-21,37489.298470802016
2023-11-12,37122.722824306555
2013-05-14,114.5
2016-07-23,655.42300000000012
2016-01-18,385.13200000000012
2023-06-19,26333.092529664373
2021-11-12,65005.64515956679
2022-10-15,19198.107144951755
2021-02-27,46551.487476754723
2015-07-15,283.94918808092513
2019-12-13,7200.7070180298015
2017-01-20,891.4588
2022-11-13,16797.987482570061
2015-02-14,259.00860000000011
2013-12-02,974.03
2021-08-13,44495.20979327958
2020-09-12,10378.223044584596
2019-11-17,8496.376959145864
2013-12-30,760.52
2024-12-08,99817.03305154643
2017-05-22,2109.3963
2025-07-29,118179.34722222222
2025-07-06,108430.16666666666
2016-10-05,611.6363
2020-07-20,9202.6158395001075
2013-11-07,295.63
2020-05-01,8610.63580374089
2017-10-25,5704.87480650775
2022-05-26,29584.949851985926
2023-11-22,35965.360360680781
2019-11-19,8202.8344461079123
2022-11-24,16608.009985443568
2022-04-27,38134.215450689378
2021-12-21,47117.008204210455
2021-01-02,29352.126791948951
2017-08-27,4116.46873916326
2015-02-09,220.0922
2022-10-29,20591.241208098614
2024-11-16,90947.975094437032
2020-10-07,10605.95779130622
2014-11-04,328.0083
2017-01-08,908.08500000000038
2019-11-14,8770.78082523136
2015-04-09,243.2006548544864
2017-10-04,4231.46418703684
2018-02-02,9070.55544937356
2022-06-28,20751.477530790766
2024-01-17,43148.001643426927
2022-04-14,41205.168719040666
2024-06-27,60749.896194020141
2014-12-23,333.97
2024-07-17,65162.236252343537
2013-10-21,181.41
2020-08-29,11519.118388160729
2018-10-01,6626.0379560984866
2022-03-10,41986.034446076228
2021-12-30,46506.994647679378
2022-01-05,45938.024271723662
2019-04-26,5203.0885987307029
2014-05-18,444.2133
2016-04-14,424.932
2019-10-08,8182.251593084191
2019-12-20,7152.5586916328839
2017-02-19,1053.5024999999998
2021-06-05,36938.720311391851
2023-05-17,27022.713173921147
2017-01-28,920.245
2025-04-21,87270.951388888891
2025-05-11,104173.72916666667
2025-08-24,114482.03472222222
2025-10-18,106944.29861111109
2025-01-07,99906.006944444409
2025-10-25,111428.21527777778
2024-04-19,63461.592695107174
2018-10-25,6481.4435895580818
2024-03-29,70710.195348633119
2021-11-19,56987.32233855049
2023-07-02,30583.619599697537
2017-07-26,2507.38968460757
2020-03-24,6456.3474859634189
2024-10-28,67938.554128856733
2024-05-30,67577.265589959628
2024-12-04,96031.63097759831
2024-04-10,69158.643812076654
2015-12-17,456.473
2019-12-11,7233.950487171398
2014-10-04,327.8813
2017-09-08,4285.20793872097
2016-07-25,654.51863834810729
2017-12-17,19423.5801532525
2020-06-11,9874.8986818322355
2021-08-07,42802.137174741423
2016-10-20,628.5425
2014-07-08,620.04749999999956
2013-10-28,198.55
2020-06-14,9469.473456163696
2024-06-14,66700.316965643782
2018-03-23,8736.38576909829
2022-06-30,20108.529472889782
2020-02-16,9894.1361237891579
2014-04-28,436.92
2021-09-17,47879.473439921007
2023-11-18,36527.760225307422
2018-06-01,7460.16694986577
2015-09-07,240.503
2024-02-03,43170.658561599746
2017-07-24,2751.3470702262
2022-09-12,21739.80437979554
2015-10-21,267.0187
2020-03-02,8567.8022486792252
2018-12-05,3943.6928120656007
2013-11-20,565.34
2023-11-25,37738.931697471249
2021-02-11,44848.693449504994
2020-06-16,9431.7192622017446
2019-01-03,3872.1721842228935
2023-04-15,30468.408700590779
2021-12-12,49242.302324071476
2024-07-25,65403.535130225289
